Date,y_true,y_pred
2019-10-29,1.0550084755962986e-05,0.0003593164922501
2019-10-30,9.165384685903555e-06,0.0006541121086643
2019-10-31,9.24661205279582e-05,0.0004942039982182
2019-11-01,1.3669626544903332e-05,-0.0003707797740678
2019-11-04,1.4075513946139038e-06,0.0005645883261894
2019-11-05,4.931558943697989e-07,-0.0001888514294002
2019-11-06,7.433121972628213e-06,0.0017502646217018
2019-11-07,6.540310846653125e-06,-0.0002112334360834
2019-11-08,3.858849339945703e-06,-0.0003819564112645
2019-11-11,2.44429241893321e-06,0.0004332893556328
2019-11-12,5.05921471988603e-07,0.0005627512761202
2019-11-13,7.000545310853327e-07,0.0002151859959478
2019-11-14,5.876799722470101e-05,-0.0002675476369447
2019-11-15,2.530354814404949e-07,0.0005739206976637
2019-11-18,3.513763910906371e-07,0.0002227600245537
2019-11-19,1.4162098889751135e-05,0.0004336398346001
2019-11-20,2.5090752810828244e-06,0.0010994867285002
2019-11-21,4.720077535091771e-06,-0.0004764032286615
2019-11-22,5.5939208796183794e-05,-0.0001259466846419
2019-11-25,4.809966773484263e-06,-0.0002506536746453
2019-11-26,1.7353353299891585e-05,0.0004375354121468
2019-11-27,1.615466179857593e-05,0.0008819495872078
2019-11-29,7.514260955253711e-05,0.0010443207046021
2019-12-02,4.43586004878798e-05,-0.0001231241261933
2019-12-03,3.9736099248604574e-05,0.0003062619842142
2019-12-04,2.247381542147146e-06,-0.0009621521656786
2019-12-05,8.270531086191039e-05,-0.0007328384922329
2019-12-06,1.0035170252498233e-05,0.0003926060331717
2019-12-09,1.2045856422251588e-06,0.0017846145473936
2019-12-10,8.432853174367565e-06,0.0001392530863146
2019-12-11,7.290884055037448e-05,0.0010436864561739
2019-12-12,5.267733045959213e-09,-0.0010647342722336
2019-12-13,5.072802539585306e-05,0.0003420966443433
2019-12-16,1.123831947779881e-07,0.0009495189928749
2019-12-17,1.8696426036458841e-07,0.0010553969806685
2019-12-18,1.979697190046593e-05,-0.0004176529778597
2019-12-19,2.4330501368933657e-05,0.0009945663825506
2019-12-20,7.495554666581708e-07,-0.0004073072043122
2019-12-23,3.8207466334290144e-08,0.000162445841716
2019-12-24,2.6163863458747377e-05,0.0009357828734056
2019-12-26,1.1549217482299194e-09,0.0004486864484694
2019-12-27,3.361212029928082e-05,-0.000189254814881
2019-12-30,8.653543846118428e-06,0.0001801407297577
2019-12-31,6.962058981727568e-05,0.0008430593943262
2020-01-02,5.0195940709611095e-05,-0.0004042866724275
2020-01-03,1.244075322148074e-05,-0.0004746443374501
2020-01-06,7.880231955568723e-06,0.0013107869337297
2020-01-07,2.391673091376176e-05,0.0008761844832843
2020-01-08,4.3999529520725245e-05,-0.0013940747914265
2020-01-09,8.175381972460955e-06,0.0011185359639234
2020-01-10,4.833022121470713e-05,-0.0002224821028192
2020-01-13,2.2972883993327984e-06,0.0012089956880179
2020-01-14,3.491106313136428e-06,0.0005703066823836
2020-01-15,6.941801510788022e-05,-0.0006416509026972
2020-01-16,1.4858891314691317e-05,0.0012254311028304
2020-01-17,7.051682212864633e-06,-0.0005084918020051
2020-01-21,8.354082465815695e-08,0.0007246311422772
2020-01-22,1.300343827258395e-06,0.0012043792168118
2020-01-23,8.250614680000101e-05,-0.0001780247227426
2020-01-24,0.0002514048828015,-0.0005688652489899
2020-01-27,0.0001000676814551,0.0004785623753137
2020-01-28,7.521228115488135e-07,9.09488060468755e-05
2020-01-29,9.793500678042494e-06,-0.0014890883752906
2020-01-30,0.0003191383441143,-0.0006833105691663
