Date,RF
2022-11-21,6.441899586339864e-05
2022-11-22,6.030318538182318e-05
2022-11-23,5.7351573813136384e-05
2022-11-25,6.084564294300131e-05
2022-11-28,6.26579431604549e-05
2022-11-29,0.00010022802404501625
2022-11-30,0.00011457037574869539
2022-12-01,0.0002731819306007645
2022-12-02,7.97221530771581e-05
2022-12-05,0.00017006156883018187
2022-12-06,0.00011778925597571553
2022-12-07,0.00010321611291400946
2022-12-08,0.00010744112262425858
2022-12-09,0.00011114899653414574
2022-12-12,8.741098429987969e-05
2022-12-13,7.11029284262319e-05
2022-12-14,6.413754915003255e-05
2022-12-15,9.346918492990423e-05
2022-12-16,0.00022025596345682987
2022-12-19,7.675116462699209e-05
2022-12-20,0.00015169026250111902
2022-12-21,0.00010003139159734712
2022-12-22,9.619631682483015e-05
2022-12-23,9.931502926768899e-05
2022-12-27,7.374541442730791e-05
2022-12-28,0.00010140446563431177
2022-12-29,8.191969143903533e-05
2022-12-30,8.029033539413035e-05
2023-01-03,8.13654055136951e-05
2023-01-04,8.257295873518551e-05
2023-01-05,7.228960289330906e-05
2023-01-06,8.716909231200031e-05
2023-01-09,9.948387226421707e-05
2023-01-10,8.084823483046391e-05
2023-01-11,0.0001275147215066632
2023-01-12,6.915992930006045e-05
2023-01-13,6.066808514880555e-05
2023-01-17,5.986761212767419e-05
2023-01-18,6.258570154878563e-05
2023-01-19,9.41822679054931e-05
2023-01-20,6.895455493152995e-05
2023-01-23,0.00011963618734244107
2023-01-24,7.612139211201064e-05
2023-01-25,0.0001892606793061213
2023-01-26,7.623826266185812e-05
2023-01-27,5.8033257874675476e-05
2023-01-30,6.525809602844108e-05
2023-01-31,8.247118425750258e-05
2023-02-01,6.672014946135678e-05
2023-02-02,8.513703487990949e-05
2023-02-03,7.52700753609042e-05
2023-02-06,9.401856766849052e-05
2023-02-07,8.478717710275098e-05
2023-02-08,8.658367695290825e-05
2023-02-09,7.403988779295313e-05
2023-02-10,7.088344638506145e-05
2023-02-13,8.518143715523337e-05
2023-02-14,7.166664770075906e-05
2023-02-15,6.115207767399655e-05
2023-02-16,6.323660252713454e-05
2023-02-17,7.908711573668949e-05
2023-02-21,7.352500266861896e-05
2023-02-22,0.00018042766506044672
2023-02-23,7.192887708385131e-05
2023-02-24,0.00014694163479873413
2023-02-27,7.917229803655924e-05
2023-02-28,8.742871330278922e-05
2023-03-01,7.15461251985224e-05
2023-03-02,5.810755201510868e-05
2023-03-03,6.0157802368734754e-05
2023-03-06,5.853397327336132e-05
2023-03-07,6.318435422934349e-05
2023-03-08,0.00010784124595445904
2023-03-09,8.417152656019844e-05
2023-03-10,0.00017722135292074688
2023-03-13,0.00010800156892940544
2023-03-14,0.00024275814335718247
2023-03-15,0.00010449816145094123
2023-03-16,9.23344947811385e-05
2023-03-17,8.94680108657503e-05
2023-03-20,8.491867010790043e-05
2023-03-21,9.248528823897501e-05
2023-03-22,8.880655313838053e-05
2023-03-23,0.0001106553765952733
2023-03-24,6.889840882917295e-05
2023-03-27,0.00010751716821125003
2023-03-28,6.870386911025658e-05
2023-03-29,8.044379922343582e-05
2023-03-30,5.7177076765614364e-05
2023-03-31,6.318435422934349e-05
2023-04-03,6.219910725036327e-05
2023-04-04,6.751551283502317e-05
2023-04-05,6.548360570042287e-05
2023-04-06,6.880338199091793e-05
2023-04-10,5.788671668579267e-05
2023-04-11,5.7177076765614364e-05
2023-04-12,5.7177076765614364e-05
2023-04-13,6.122825870625191e-05
2023-04-14,5.7351573813136384e-05
2023-04-17,6.102319493772213e-05
2023-04-18,5.986761212767419e-05
2023-04-19,6.074405476253536e-05
2023-04-20,5.7177076765614364e-05
2023-04-21,5.7177076765614364e-05
2023-04-24,5.927070975368005e-05
2023-04-25,6.149643660058467e-05
2023-04-26,9.166069386310287e-05
2023-04-27,7.295518824536947e-05
2023-04-28,0.00011451878866898813
2023-05-01,7.162646873916636e-05
2023-05-02,0.00015372597327938448
2023-05-03,7.764282336965018e-05
2023-05-04,6.59097340622939e-05
2023-05-05,8.438027343976516e-05
2023-05-08,6.778291113902098e-05
2023-05-09,6.496867248563378e-05
2023-05-10,7.31635770433326e-05
2023-05-11,6.876683711329657e-05
2023-05-12,5.765929066996314e-05
2023-05-15,5.7177076765614364e-05
2023-05-16,5.7177076765614364e-05
2023-05-17,5.869086588047897e-05
2023-05-18,5.927070975368005e-05
2023-05-19,6.171877648471284e-05
2023-05-22,6.103395011604577e-05
2023-05-23,5.878987896920799e-05
2023-05-24,6.71084234877845e-05
2023-05-25,6.612198862558823e-05
2023-05-26,8.243399753667645e-05
2023-05-30,6.362656589891516e-05
2023-05-31,6.066808514880555e-05
2023-06-01,5.986761212767419e-05
2023-06-02,6.446227749044958e-05
2023-06-05,6.09207784294908e-05
2023-06-06,6.088281591424053e-05
2023-06-07,6.275105374834118e-05
2023-06-08,6.678835277248872e-05
2023-06-09,5.7351573813136384e-05
2023-06-12,5.7177076765614364e-05
2023-06-13,5.7177076765614364e-05
2023-06-14,5.8144178041921874e-05
2023-06-15,5.869086588047897e-05
2023-06-16,5.7177076765614364e-05
2023-06-20,6.066808514880555e-05
2023-06-21,6.004210917519621e-05
2023-06-22,5.9049044067716446e-05
2023-06-23,5.8249462619619476e-05
2023-06-26,5.787154523325749e-05
2023-06-27,6.040244316784261e-05
2023-06-28,6.276676035747166e-05
2023-06-29,6.102319493772213e-05
2023-06-30,6.138140124253882e-05
2023-07-03,5.765843278843751e-05
2023-07-05,6.066808514880555e-05
2023-07-06,5.986761212767419e-05
2023-07-07,5.889640701314907e-05
2023-07-10,6.269303694348446e-05
2023-07-11,6.183682948335122e-05
2023-07-12,5.7177076765614364e-05
2023-07-13,5.7177076765614364e-05
2023-07-14,5.7177076765614364e-05
2023-07-17,5.7834514780881105e-05
2023-07-18,5.7177076765614364e-05
2023-07-19,5.7177076765614364e-05
2023-07-20,5.7177076765614364e-05
2023-07-21,5.7177076765614364e-05
2023-07-24,5.927070975368005e-05
2023-07-25,6.0003944723737365e-05
2023-07-26,5.7177076765614364e-05
2023-07-27,5.7177076765614364e-05
2023-07-28,5.7177076765614364e-05
2023-07-31,5.927070975368005e-05
2023-08-01,6.0591719053251054e-05
2023-08-02,6.076079793050969e-05
2023-08-03,7.883050226887855e-05
2023-08-04,6.59097340622939e-05
2023-08-07,8.164125463153141e-05
2023-08-08,6.395482610180805e-05
2023-08-09,6.982419508012892e-05
2023-08-10,5.754196838347607e-05
2023-08-11,5.9752923658028826e-05
2023-08-14,6.098106996131743e-05
2023-08-15,5.869086588047897e-05
2023-08-16,6.71084234877845e-05
2023-08-17,6.612198862558823e-05
2023-08-18,8.234305059482322e-05
2023-08-21,6.535850492800417e-05
2023-08-22,6.236981341413321e-05
2023-08-23,5.78009813935937e-05
2023-08-24,5.9967407798395045e-05
2023-08-25,8.65050664168543e-05
2023-08-28,6.860026942435372e-05
2023-08-29,8.27806441550215e-05
2023-08-30,6.291211806076465e-05
2023-08-31,7.037210613450933e-05
2023-09-01,6.275105374834118e-05
2023-09-05,6.722682978912928e-05
2023-09-06,5.7177076765614364e-05
2023-09-07,5.7351573813136384e-05
2023-09-08,5.9752923658028826e-05
2023-09-11,6.098106996131743e-05
2023-09-12,5.7177076765614364e-05
2023-09-13,5.7177076765614364e-05
2023-09-14,5.927070975368005e-05
2023-09-15,5.944714173707056e-05
2023-09-18,6.752270593621092e-05
2023-09-19,6.59097340622939e-05
2023-09-20,8.26238066724065e-05
2023-09-21,6.717225937773004e-05
2023-09-22,0.00010479518737832701
2023-09-25,7.292769647954938e-05
2023-09-26,0.00010508074122269874
2023-09-27,0.00010379010896825148
2023-09-28,8.064775618727992e-05
2023-09-29,9.710870285435239e-05
2023-10-02,6.80271902076483e-05
2023-10-03,8.977355950570283e-05
2023-10-04,7.780104984013229e-05
2023-10-05,6.59097340622939e-05
2023-10-06,8.15776996566162e-05
2023-10-09,6.289867786075927e-05
2023-10-10,7.111800891497272e-05
2023-10-11,5.986761212767419e-05
2023-10-12,5.8033257874675476e-05
2023-10-13,5.7177076765614364e-05
2023-10-16,5.9695922368040145e-05
2023-10-17,5.89450441666102e-05
2023-10-18,6.332540364880166e-05
2023-10-19,7.94114129356385e-05
2023-10-20,6.958906764791803e-05
2023-10-23,9.90323321046115e-05
2023-10-24,7.766335211810104e-05
2023-10-25,9.723701210551386e-05
2023-10-26,9.088659789405575e-05
2023-10-27,7.640650922160642e-05
2023-10-30,9.396141287809382e-05
2023-10-31,9.164236869314421e-05
2023-11-01,7.31633534536875e-05
2023-11-02,6.370533160773347e-05
2023-11-03,6.405442484687111e-05
2023-11-06,6.969390794450529e-05
2023-11-07,0.00015536679206503594
2023-11-08,6.859495976447502e-05
2023-11-09,5.7177076765614364e-05
2023-11-10,6.075832172836904e-05
2023-11-13,6.169354665591313e-05
2023-11-14,6.773772147434913e-05
2023-11-15,8.395698249230962e-05
2023-11-16,7.117061388236574e-05
2023-11-17,0.0001450138873826908
2023-11-20,6.859495976447502e-05
2023-11-21,5.7177076765614364e-05
2023-11-22,5.7177076765614364e-05
2023-11-24,5.7177076765614364e-05
2023-11-27,5.7177076765614364e-05
2023-11-28,5.7177076765614364e-05
2023-11-29,5.7177076765614364e-05
2023-11-30,5.7177076765614364e-05
2023-12-01,5.7177076765614364e-05
2023-12-04,5.7177076765614364e-05
2023-12-05,5.7177076765614364e-05
2023-12-06,5.904351552531728e-05
2023-12-07,5.765929066996314e-05
2023-12-08,5.7351573813136384e-05
2023-12-11,5.7896021123668755e-05
2023-12-12,5.7177076765614364e-05
2023-12-13,5.9967407798395045e-05
2023-12-14,5.7177076765614364e-05
2023-12-15,6.066808514880555e-05
2023-12-18,5.986761212767419e-05
2023-12-19,6.190919690284152e-05
2023-12-20,5.9967407798395045e-05
2023-12-21,9.315572599944684e-05
2023-12-22,6.59097340622939e-05
2023-12-26,9.142315692569647e-05
2023-12-27,7.478539638900731e-05
2023-12-28,7.338245175482843e-05
